sifra,ime,tipi,efekt,ATK,DEF,level,atribut,summon condition 
55100740,Chemicritter Hydron Hawk,"Effect Monster,Winged Beast","<li>You can discard 1 card, then target 1 Gemini monster in your Graveyard; Special Summon it in Defense Position. You can only use this effect of ""Chemicritter Hydron Hawk"" once per turn.                    ",1400,700,2,WATER,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect."
07198399,Chocolate Magician Girl,"Effect Monster,Spellcaster","Once per turn: You can discard 1 Spellcaster-Type monster; draw 1 card. Once per turn, if this card is targeted for an attack: You can target 1 Spellcaster-Type monster in your Graveyard, except ""Chocolate Magician Girl""; Special Summon it, then change the attack target to it, and if you do, the attacking monster's ATK becomes half its current ATK.                    ",1600,1000,4,WATER,
42682609,Chrysalis Dolphin,"Effect Monster,Fish","By Tributing this card while ""Neo-Space"" is on the field, Special Summon 1 ""Neo-Spacian Aqua Dolphin"" from your hand or Deck.                    ",400,600,2,WATER,
46290741,Citadel Whale,"Effect Monster,Fish","If this card is in your hand or GY: You can Tribute 2 WATER monsters; Special Summon this card. You can only use this effect of ""Citadel Whale"" once per turn. If this card is Special Summoned: You can Set 1 ""Sea Stealth Attack"" directly from your Deck. Once per turn, when your opponent activates a card or effect that targets 1 WATER monster you control (and no other cards) (Quick Effect): You can negate the activation, and if you do, destroy that card.                    ",2350,2150,7,WATER,
02992467,Click & Echo,"Effect Monster,Sea Serpent","Cannot be used as material for a Fusion, Synchro, or Xyz Summon. Cannot be Tributed while face-up in the Monster Zone. If this card is sent to the GY as material for a Link Summon: Special Summon this card in Defense Position, to the opponent's field of the player that Link Summoned. You can only use this effect of ""Click & Echo"" twice per turn. While this card, that was Summoned by its effect, is in the Monster Zone, you must keep your hand revealed.                    ",300,2100,2,WATER,
17810268,Cloudian - Acid Cloud,"Effect Monster,Fairy","Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. If this card is Normal Summoned: Place 1 Fog Counter on it for each ""Cloudian"" monster on the field. You can remove 2 Fog Counters from this card, then target 1 Spell/Trap on the field; destroy that target.                    ",500,0,4,WATER,
79703905,Cloudian - Altus,"Effect Monster,Fairy","Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. If this card is Normal Summoned: Place 1 Fog Counter on it for each ""Cloudian"" monster on the field. You can remove 3 Fog Counters from anywhere on the field; discard 1 random card from your opponent's hand.                    ",1300,0,4,WATER,
43318266,Cloudian - Cirrostratus,"Effect Monster,Fairy","Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. If this card is Normal Summoned: Place 1 Fog Counter on it for each ""Cloudian"" monster on the field. You can remove 2 Fog Counters from this card, then target 1 monster on the field; destroy that target.                    ",900,0,4,WATER,
83604828,Cloudian - Ghost Fog,"Effect Monster,Fiend",Cannot be Special Summoned. Neither player takes battle damage from attacks involving this card. If this card is destroyed by battle: Distribute Fog Counters equal to the Level of the monster that destroyed it among face-up monsters.                    ,0,0,1,WATER,
20003527,Cloudian - Nimbusman,"Effect Monster,Fairy","Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. You can Tribute any number of WATER monsters for the Tribute Summon of this card. If this card is Tribute Summoned: Place 1 Fog Counter on it for each WATER monster you Tributed. This card gains 500 ATK for each Fog Counter on the field.                    ",1000,1000,5,WATER,
83982270,Cloudian - Poison Cloud,"Effect Monster,Fiend","If this face-up card attacks or is attacked, and is destroyed by battle and sent to the Graveyard, destroy the monster that destroyed it, and then inflict 800 damage to your opponent.                    ",0,1000,3,WATER,
56597272,Cloudian - Sheep Cloud,"Effect Monster,Fairy","If this card is destroyed by battle and sent to the GY: Special Summon 2 ""Cloudian Tokens"" (Fairy/WATER/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon, except for ""Cloudian"" monsters.                    ",0,0,1,WATER,
80825553,Cloudian - Smoke Ball,"Normal Monster,Fairy","Smoke Balls are newly born Cloudians. They fear being alone, and would rather swing and sway in the sky with their friends.                    ",200,600,1,WATER,
13474291,Cloudian - Storm Dragon,"Effect Monster,Fairy","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 ""Cloudian"" monster from your GY. Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. Once per turn: You can target 1 face-up monster on the field; place 1 Fog Counter on that target.                    ",1000,0,4,WATER,
16197610,Cloudian - Turbulence,"Effect Monster,Fairy","Cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. If this card is Normal Summoned: Place 1 Fog Counter on it for each ""Cloudian"" monster on the field. You can remove 1 Fog Counter from this card; Special Summon 1 ""Cloudian - Smoke Ball"" from your Deck or either GY.                    ",800,0,4,WATER,
65496056,Codarus,"Effect Monster,Sea Serpent","You can send 1 face-up ""Umi"" you control to the Graveyard to select up to 2 cards your opponent controls and send them to the Graveyard.                    ",1400,1200,4,WATER,
75130221,Code Radiator,"Effect Monster,Cyberse","If a Cyberse monster you control would be used as Link Material for a ""Code Talker"" monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a ""Code Talker"" monster: You can target 1 face-up monster your opponent controls; change its ATK 0, also negate its effects. If this card on the field was used as material, you can target 2 monsters, instead. You can only use each effect of ""Code Radiator"" once per turn.                    ",1600,800,4,WATER,
24661486,Cold Enchanter,"Effect Monster,Aqua",You can discard 1 card to target 1 face-up monster on the field; place an Ice Counter on that target. This card gains 300 ATK for each Ice Counter on the field.                    ,1600,1200,4,WATER,
42566602,Coral Dragon,"Tuner Monster,Dragon","Once per turn: You can discard 1 card, then target 1 card your opponent controls; destroy it. If this Synchro Summoned card is sent from the field to the GY: You can draw 1 card. You can only use this effect of ""Coral Dragon"" once per turn.                    ",2400,500,6,WATER,1 Tuner + 1 or nore non-Tuner monsters
91782219,Crab Turtle,"Ritual Monster,Aqua","This monster can only be Ritual Summoned with the Ritual Magic Card, ""Turtle Oath"". You must also offer monsters whose total Level Stars equal 8 or more as a Tribute form your Field or your hand.                    ",2550,2500,8,WATER,
18828179,Cranium Fish,"Effect Monster,Fish",You can Special Summon this card by Tributing 1 Ocean's Keeper. You can discard 1 WATER monster to the Graveyard to destroy 1 face-down card.                    ,2400,1000,6,WATER,
53713014,Crazy Fish,"Normal Monster,Fish",A flying fish that attacks with its pointed head.                    ,1600,1200,4,WATER,
52571838,Creeping Doom Manta,"Effect Monster,Fish","When this card is Normal Summoned successfully, no Trap Cards can be activated.                    ",1300,1200,3,WATER,
95511642,Crowned by the World Chalice,"Normal Monster,Spellcaster","With her magical staff, she can channel the living heart of her world to shield her people from the Mekk-Knights that have overrun it.                    ",0,2100,2,WATER,
91646304,Crusadia Arboria,"Effect Monster,Warrior","You can Special Summon this card (from your hand) in Defense Position to your zone a Link Monster points to. You can only Special Summon ""Crusadia Arboria"" once per turn this way. If a ""Crusadia"" monster(s) you control would be destroyed by battle or card effect, you can banish this card from your field or GY instead. You can only use this effect of ""Crusadia Arboria"" once per turn.                    ",800,1800,3,WATER,
23950192,Cryomancer of the Ice Barrier,"Tuner Monster,Aqua","While you control another ""Ice Barrier"" monster, Level 4 or higher monsters cannot declare an attack.                    ",1300,0,2,WATER,
68215963,Crystal Beast Emerald Tortoise,"Effect Monster,Aqua","Once per turn: You can target 1 monster you control that attacked this turn; change that target to Defense Position. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.                    ",600,2000,3,WATER,
93169863,Crystal Girl,"Effect Monster,Spellcaster","If this card is Normal or Special Summoned: You can activate this effect; during the End Phase of this turn, add 1 Level 5 or higher WATER monster from your Deck to your hand. If you control a Level 5 or higher WATER monster and this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Crystal Girl"" once per turn.                    ",200,100,1,WATER,
