sifra,ime,tip,efekt 
43973174,The Flute of Summoning Dragon,normal spell,"Special Summon up to 2 Dragon monsters from your hand. ""Lord of D."" must be on the field to activate and to resolve this effect."
42829885,The Forceful Sentry,normal spell,Look at your opponent's hand. Select 1 card among them and return it to his/her Deck. The Deck is then shuffled.
88089103,The Graveyard in the Fourth Dimension,normal spell,"Add 2 monsters in your Graveyard that have ""LV"" in their card name to your Deck and shuffle it."
94845588,The Hallowed Azamina,normal spell,"Reveal 1 ""Azamina"" Fusion Monster in your Extra Deck, and for every 4 Levels it has (round down), send 1 ""Sinful Spoils"" card from your hand and/or field to the GY (if face-down, reveal it), then Special Summon that revealed monster. (This is treated as a Fusion Summon.) If this card is in the GY: You can target 1 ""Azamina"" monster you control or in your GY; shuffle it into the Deck, and if you do, add this card to your hand. You can only use this effect of ""The Hallowed Azamina"" once per turn."
95642274,The Humble Sentry,normal spell,"Reveal your hand, choose 1 card from it, and shuffle it into the Deck."
81820689,The Inexperienced Spy,normal spell,Select and see 1 card in your opponent's hand.
66926224,The Law of the Normal,normal spell,"You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your side of the field. Both players discard all cards in their hands, and destroy all cards on the field except Level 2 or lower Normal Monsters."
29265962,The League of Uniform Nomenclature Strikes,normal spell,"Target 1 face-up monster you control; equip 2 monsters with the same original name as that target from your hand, Deck, and/or GY to that target as Equip Spells, and if you do, it cannot attack or be destroyed by battle while equipped with those 2 cards. You cannot Special Summon for the rest of this turn after this card resolves, except monsters with the same original Type as the targeted monster. You can only activate 1 ""The League of Uniform Nomenclature Strikes"" per turn."
22610082,The Mask of Remnants,normal spell,"Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of ""Masked Beast Des Gardius"", this card is treated as an Equip Card. Control of the equipped monster is switched."
48800175,The Melody of Awakening Dragon,normal spell,Discard 1 card; add up to 2 Dragon monsters with 3000 or more ATK and 2500 or less DEF from your Deck to your hand.
40703393,The Puppet Magic of Dark Ruler,normal spell,Select 1 Fiend-Type monster from your Graveyard. Remove from play monsters on your side of the field whose total Levels exactly equal the Level of the selected Fiend-Type monster. Then Special Summon the selected monster from your Graveyard.
26684111,The Sacred Waters in the Sky,normal spell,"Activate 1 ""The Sanctuary in the Sky"" directly from your Deck, or add 1 monster that mentions ""The Sanctuary in the Sky"" from your Deck to your hand, then, if ""The Sanctuary in the Sky"" is on the field or in either GY, you can gain 500 LP for each ""Hyperion"" and ""The Agent"" monster you control. If your monster that mentions ""The Sanctuary in the Sky"" would be destroyed by battle, you can banish this card from your GY instead. You can only use each effect of ""The Sacred Waters in the Sky"" once per turn."
99351431,The Secret of the Bandit,normal spell,"This card can only be activated during Main Phase 1. Select 1 face-up monster on the field. Each time the selected monster inflicts Battle Damage to your opponent's Life Points this turn, your opponent discards 1 random card."
43434803,The Shallow Grave,normal spell,Each player selects a monster in their Graveyard and Special Summon it in face-down Defence Position.
44771289,The Terminus of the Burning Abyss,normal spell,"Fusion Summon 1 ""Burning Abyss"" Fusion Monster from your Extra Deck, using monsters from your hand or your side of the field as Fusion Materials. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 ""Burning Abyss"" monster on the field; it gains 800ATK and DEF until the end of your opponent's next turn."
39913299,The True Name,normal spell,"Declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand, then you can add to your hand, or Special Summon, 1 DIVINE monster from your Deck. Otherwise, send it to the Graveyard. You can only activate 1 ""The True Name"" per turn."
95281259,The Warrior Returning Alive,normal spell,Target 1 Warrior-Type monster in your GY; add that target to your hand.
57285770,Therion Charge,normal spell,"Send 1 ""Therion"" card, except ""Therion Charge"", or 1 ""Endless Engine Argyro System"" from your hand or your face-up Spell & Trap Zone to the GY; draw 2 cards. You can only activate 1 ""Therion Charge"" per turn."
04599182,This Creepy Little Punk,normal spell,"(This card is always treated as an ""Infernity"" card.)<br>Special Summon 1 of your ""Infernity"" monsters that is banished, or in your hand or GY. If a face-up ""Infernity"" monster(s) you control is destroyed by battle, or leaves the field because of an opponent's card effect, while this card is in your GY: You can Set this card. You can only use each effect of ""This Creepy Little Punk"" once per turn."
05703682,Thousand Energy,normal spell,Increase the original ATK and DEF of all face-up Level 2 Normal Monsters (except Tokens) on your side of the field by 1000 points until the End Phase. Destroy all Level 2 Normal Monsters on your side of the field during the End Phase.
63391643,Thousand Knives,normal spell,"Activate only while you control a face-up ""Dark Magician"". Destroy 1 monster your opponent controls."
69196160,Thunder Crash,normal spell,Destroy all monsters on your side of the field. Inflict damage to your opponent's Life Points equal to the number of monsters destroyed x 300 points.
95238394,Thunder Dragon Fusion,normal spell,"Fusion Summon 1 Thunder Fusion Monster from your Extra Deck, by shuffling the Fusion Materials listed on it into the Deck, from among your cards on the field, in your GY, and/or your face-up banished cards. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY; add 1 Thunder monster from your Deck to your hand. You can only use each effect of ""Thunder Dragon Fusion"" once per turn."
20264508,Thunder Short,normal spell,Inflict 400 damage to your opponent for each monster they control.
40450317,Ties of the Brethren,normal spell,"Pay 2000 LP, then target 1 Level 4 or lower monster you control; for the rest of this turn after this card resolves, you cannot Special Summon monsters, also Special Summon 2 monsters from your Deck, with the same Type, Attribute, and Level as that monster, but with different names from each other and that monster. You cannot conduct your Battle Phase the turn you activate this card."
32270212,Ties That Bind,normal spell,"If you control ""Shining Sarcophagus"" and a monster that mentions it: Special Summon up to 2 Level 4 or lower monsters with different names that mention ""Shining Sarcophagus"" from your hand and/or Deck, also, for the rest of this turn after this card resolves, you cannot Special Summon from the Extra Deck. You can only activate 1 ""Ties That Bind"" per turn."
85808813,Time Stream,normal spell,"Target 1 ""Fossil"" Fusion Monster you control; Tribute it, and if you do, Special Summon 1 ""Fossil"" Fusion Monster from your Extra Deck, whose original Level is 2 higher than that monster's. (This is treated as a Fusion Summon with ""Fossil Fusion"".) During your Main Phase, except the turn this card was sent to the GY: You can banish this card and 1 ""Fossil"" Fusion Monster from your GY, then target 1 ""Fossil"" Fusion Monster in your GY; Special Summon it."
19403423,Time-Tearing Morganite,normal spell,"For the rest of this Duel, apply the following effects.<br><li>You cannot activate monster effects in the hand.<br><li>Draw 2 cards instead of 1 for your normal draw during your Draw Phase.<br><li>You can conduct 2 Normal Summons/Sets per turn, not just 1.<br>You can banish this card from your GY, then discard 1 ""Time-Tearing Morganite""; your opponent cannot activate monster effects when you Normal Summon this turn."
40350910,Timidity,normal spell,Neither player can destroy Set Spell and Trap Cards on the field until your opponent's next End Phase.
52971673,Token Sundae,normal spell,"Destroy all Tokens you control, then destroy cards on the field, up to the number of Tokens destroyed by this effect."
57182235,Token Thanksgiving,normal spell,Destroy all tokens on the field. Increase your Life Points by the number of tokens destroyed x 800 points.
50357013,Tokusano Shinkyojin,normal spell,Send monster(s) from your hand and/or face-up field to the GY whose total Levels equal 10; draw 2 cards.
91500017,Toon Bookmark,normal spell,"Add 1 ""Toon World"", or 1 card that mentions it, from your Deck to your hand, except ""Toon Bookmark"". If a ""Toon World(s)"" you control would be destroyed by card effect, you can banish this card from your GY instead. You can only activate 1 ""Toon Bookmark"" per turn."
05832914,Toon Briefcase,normal spell,When your opponent Summons a monster(s) while you control a Toon monster: Shuffle that monster(s) into the Deck.
79447365,Toon Mask,normal spell,"If you control ""Toon World"": Target 1 face-up monster your opponent controls; Special Summon 1 Toon monster from your hand or Deck, whose Level is less than or equal to the Level/Rank of that monster, ignoring its Summoning conditions."
