sifra,ime,tip,efekt 
98069388,Horn of Heaven,counter trap,Tribute 1 monster on your side of the field. Negate the Normal Summon / Flip Summon / Special Summon of a monster and destroy it.
90434657,Imperial Tombs of Necrovalley,counter trap,"When a Spell Card, Trap Card, or monster effect is activated, while both a ""Gravekeeper's"" monster and ""Necrovalley"" are on the field: Negate the activation, and if you do, destroy it. You can only activate 1 ""Imperial Tombs of Necrovalley"" per turn."
09059700,Infernity Barrier,counter trap,"When your opponent activates a Spell/Trap Card, or monster effect, while you control a face-up Attack Position ""Infernity"" monster and have no cards in your hand: Negate the activation, and if you do, destroy that card."
59695933,Intercept,counter trap,Activate only when a monster is Tribute Summoned with 1 Tribute. Take control of that monster.
34545235,Iron Core Luster,counter trap,"Reveal 1 ""Iron Core of Koa'ki Meiru"" in your hand. Negate the activation of your opponent's Spell or Trap Card, and destroy it."
12682213,Iron Thunder,counter trap,"When a Spell/Trap Card, or monster effect, is activated on the field: Pay half your LP; negate the activation, and if you do, destroy that card, then destroy any other cards in the same column the destroyed card was in, that are in the Monster Zones or Spell & Trap Zones."
08316565,Jolt Counter,counter trap,"During the Battle Phase, when a Spell/Trap Card, or monster effect, is activated while you control a ""Battlin' Boxer"" monster: Negate the activation, and if you do, destroy that card."
55256016,Judgment of Anubis,counter trap,"When your opponent activates a Spell Card that would destroy a Spell/Trap(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field."
02924048,Karakuri Cash Shed,counter trap,"Activate only if you control a ""Karakuri"" monster in face-up Defense Position. Negate the activation of an opponent's Spell/Trap Card and destroy it."
20960340,Krystal Avatar,counter trap,"When an opponent's monster declares a direct attack, if its ATK is greater than or equal to your LP: Special Summon this card in Attack Position as an Effect Monster (Warrior-Type/LIGHT/Level 4/ATK ?/DEF 0) that has ATK equal to your LP, then change the attack target to this card. (This card is also still a Trap Card.) If this card Summoned this way is destroyed by battle, after damage calculation: Inflict damage to your opponent equal to its ATK."
86049351,Last Counter,counter trap,"When an attack is declared involving a ""Battlin' Boxer"" monster you control and an opponent's monster: Negate the attack, and if you do,send that monster you control to the Graveyard, then 1 ""Battlin' Boxer"" monster you control (in Attack Position, if you declared the attack) gains ATK equal to the original ATK of that opponent's monster, also proceed to damage calculation using those monsters. Then, you takedamage equal to the amount of ATK gained from this effect."
27664101,Link Restart,counter trap,"When a Spell/Trap Card, or monster effect, is activated that would inflict damage to you: Negate the activation, and if you do, Special Summon 1 Link Monster from your GY."
79759367,Madolche Nights,counter trap,"When a monster effect is activated, if you have no monsters in your Graveyard: Negate the activation, then if you control ""Madolche Puddingcess"", shuffle 1 random card from your opponent's hand into the Deck."
75833426,Madolche Tea Break,counter trap,"When a Spell/Trap card is activated, if you have no monsters in your Graveyard: Negate the activation, and if you do, return it to the hand, then, if you control a face-up ""Madolche Puddingcess"", you can destroy 1 card your opponent controls."
59344077,Magic Drain,counter trap,When your opponent activates a Spell Card: Negate the activation and destroy it. Your opponent can discard 1 Spell Card to negate this card's effect.
77414722,Magic Jammer,counter trap,"When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it."
29628180,Magical Musket - Last Stand,counter trap,"When your opponent activates a Spell/Trap Card while you control a ""Magical Musket"" monster: Negate the activation, and if you do, destroy that card. You can only activate 1 ""Magical Musket - Last Stand"" per turn."
98904974,Magikey Unlocking,counter trap,"When your opponent activates a Spell/Trap Card while you control a ""Magikey"" Ritual Monster or a ""Magikey"" monster Special Summoned from the Extra Deck: Negate the activation, and if you do, destroy that card, then you can declare 1 Attribute, and if you do that, for the rest of this turn all face-up monsters your opponent controls become that Attribute. You can only activate 1 ""Magikey Unlocking"" per turn."
02572890,Majespecter Tempest,counter trap,"When a monster(s) would be Special Summoned, or a monster effect is activated: Tribute 1 WIND Spellcaster-Type monster; negate the Summon or activation, and if you do, destroy that card."
06137095,Malfunction,counter trap,Pay 500 Life Points. Negate the activation of a Trap Card and return it to its original position.
18158393,Mannadium Reframing,counter trap,"When a Spell/Trap Card, or monster effect, is activated while you control a Synchro Monster: Negate the activation, then if you have ""Visas Starfrost"", or a monster with 1500 ATK/2100 DEF, on your field or in your GY, you can destroy that negated card. You can banish this card from your GY, then target up to 3 ""Mannadium"" monsters in your GY; shuffle them into the Deck. You can only use each effect of ""Mannadium Reframing"" once per turn."
64767757,Materiactor Critical,counter trap,"When a Spell/Trap Card, or monster effect, is activated: Add 1 of your materials from a ""Materiactor"" Xyz Monster you control to your hand, and if you do, negate the activation, then apply the following effect based on the card type added.<br><li>Monster: Place 1 card from your hand on the bottom of the Deck.<br><li>Spell: ""Materiactor"" Xyz Monsters you control gain 1000 ATK.<br><li>Trap: You can Set that added card.<br>You can only activate 1 ""Materiactor Critical"" per turn."
59718521,Mind Over Matter,counter trap,"Tribute 1 Psychic-Type monster. Negate the activation of a Spell or Trap Card, or the Normal or Special Summon of a monster and destroy that card."
77229910,Morphtronic Forcefield,counter trap,"Negate the activation of a Spell or Trap Card that would destroy a face-up ""Morphtronic"" monster you control and destroy it. Add 1 ""Morphtronic"" card from your Deck to your hand."
41458579,Musakani Magatama,counter trap,"When your opponent activates a Spell Card, Trap Card, or monster effect that destroys a card(s), while you control a face-up ""Six Samurai"" monster: Negate the activation, and if you do, destroy it."
55117418,Nega-Ton Corepanel,counter trap,"Activate only if you control a face-up ""Koa'ki Meiru"" monster and have ""Iron Core of Koa'ki Meiru"" in your Graveyard. Negate the activation of an Effect Monster's effect, and destroy it."
14315573,Negate Attack,counter trap,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, then end the Battle Phase."
57831349,Nine Pillars of Yang Zing,counter trap,"When a Spell/Trap Card, or monster effect, is activated, and you control a ""Yang Zing"" card: Negate the activation, and if you do, shuffle that card into the Deck, then destroy 1 other ""Yang Zing"" card you control."
68630939,Numbers Protection,counter trap,"When a Spell/Trap Card, or monster effect, is activated, while you control a ""Number"" Xyz Monster: Negate the activation, and if you do, destroy that card. If a ""Number"" Xyz Monster(s) you control is destroyed by battle or card effect, while this card is in your GY: You can Set this card, but banish it when it leaves the field. You can only use 1 ""Numbers Protection"" effect per turn, and only once that turn."
